Sub-region,Management Area,Stream_Number,StreamName,STAT_AREA_NAME,AWC_CODE,LATITUDE,LONGITUDE,Watershed_ID,Watershed_km2,mean_flow,CV_flow,Stream_spans_2_WSheds,Scenario_A,Scenario_B,Notes,Triple-checked
NSE Inside,Petersburg,109-30-016,Tyee Head East,Eliza Harbor/Herring Bay/Tyee,109-30-10160,57.05562976,-134.5381054,"8937, 8938",50,3.81,0.57,X,,X,Same WShed as Curtiss Creek (8937) and Surprise Harbor East (8937),X
SSE,Ketchikan,103-50-035,Ulloa Bay,Bucareli Bay,103-50-10350,55.28243871,-133.1223449,"3145, 3109",27,1.62,0.53,X,,X,Same WSheds as Barry Creek (3145) and E of Waterfall Creek,X
NSE Inside,Sitka,113-56-002,Ushk  ,Ushk Bay,113-56-10020,57.546422,-135.690068,9645,55,4.38,0.48,,,X,Same WShed as Ushk Bay W End ,X
NSE Inside,Sitka,113-56-003,Ushk Bay W End,Ushk Bay,113-56-10030,57.54824015,-135.6786182,9645,55,4.38,0.48,,,X,Same WShed as Ushk ,X
SSE,Ketchikan,101-60-025,Valentine Creek,Rudyerd Bay,101-60-10250,55.60852151,-130.6870012,5877,329,29.48,0.56,,,X,"Same WShed as Big Goat Creek, Nooya Creek, and Sandpiper Creek",X
SSE,Ketchikan,101-29-006,Vallenar Creek,Gravina Shore,101-29-10060,55.37635868,-131.8329173,4404,21,1.44,0.56,,X,,Same WShed as Grant Creek-Gravina,X
SSE,Ketchikan,103-90-063,Van Sant Cove,Sea Otter Sound,103-90-10630,55.99084979,-133.5388961,"5661, 5559",14,0.79,0.56,X,X,,,X
SSE,Ketchikan,101-23-034,Very Inlet 1,Outside Boca De Quadra,101-23-10340,54.93499358,-130.8900785,3565,136,10.84,0.55,,,X,"Same WShed as Very Inlet 2, Very Inlet E Head, Very Inlet N Head, and Very Inlet SE Head",X
SSE,Ketchikan,101-23-032,Very Inlet 2,Outside Boca De Quadra,101-23-10320,54.95270081,-130.8819903,3565,136,10.84,0.55,,,X,"Same WShed as Very Inlet 1, Very Inlet E Head, Very Inlet N Head, and Very Inlet SE Head",X
SSE,Ketchikan,101-23-023,Very Inlet E Head,Outside Boca De Quadra,101-23-10190,54.99730647,-130.8857186,3565,136,10.84,0.55,,,X,"Same WShed as Very Inlet 1, Very Inlet 2, Very Inlet N Head, and Very Inlet SE Head",X
SSE,Ketchikan,101-23-019,Very Inlet N Head,Outside Boca De Quadra,101-23-10180,55.00750146,-130.9050803,3565,136,10.84,0.55,,,X,"Same WShed as Very Inlet 1, Very Inlet 2, Very Inlet E Head, and Very Inlet SE Head",X
SSE,Ketchikan,101-23-027,Very Inlet SE Head,Outside Boca De Quadra,101-23-10270,54.96895353,-130.8691462,3565,136,10.84,0.55,,,X,"Same WShed as Very Inlet 1, Very Inlet 2, Very Inlet E Head, and Very Inlet N Head",X
SSE,Ketchikan,103-30-043,Vesta Bay,Kaigani Strait,103-30-10430,54.93116965,-132.9356723,2127,25,1,0.53,,,X,Same WShed as Grace Harbor Creek,X
SSE,Ketchikan,103-40-073,View Cove Head,Tlevak Strait,103-40-10730,55.09616964,-133.0963664,2496,16,1.09,0.5,,,X,Same WShed as South View Cove ,X
SSE,Ketchikan,101-30-095,Vixen Bay Head,Boca De Quadra,101-30-10950,55.0332,-130.7842,4030,41,0.45,0.56,,X,,,X
SSE,Petersburg,107-10-025,Vixen Harbor,Union Bay/Emerald Bay/S Ernest Sound,107-10-10250,55.80020583,-132.1418336,"5873, 5955",22,1.93,0.54,X,,X,,X
SSE,Petersburg,107-10-020,Vixen Inlet Creek,Union Bay/Emerald Bay/S Ernest Sound,107-10-10200,55.77682361,-132.0031928,5957,81,6.15,0.55,,,X,Same WShed as Vixen Inlet West Sd,X
SSE,Petersburg,107-10-024,Vixen Inlet West Sd,Union Bay/Emerald Bay/S Ernest Sound,107-10-10240,55.8045889,-132.0662324,5957,81,6.15,0.55,,,X,Same WShed as Vixen Inlet Creek,X
SSE,Ketchikan,102-40-073,W Arm Chol Sd Head,Cholmondeley Sound,102-40-10730,55.2592878,-132.4722798,3583,108,9.99,0.48,,,X,Same WShed as Cannery Creek W Arm and W Arm Chol Sd Head S,X
SSE,Ketchikan,102-40-071,W Arm Chol Sd Head S,Cholmondeley Sound,102-40-10710,55.25560977,-132.4733165,3583,108,9.99,0.48,,,X,Same WShed as Cannery Creek W Arm and W Arm Chol Sd Head,X
NSE Outside,Sitka,113-32-004,W Crawfish N Arm NE,West Crawfish Inlet,113-32-10040,56.84815755,-135.1915478,7981,102,9.79,0.44,,,X,Same WShed as W Crawfish NE Arm Hd,X
NSE Outside,Sitka,113-32-005,W Crawfish NE Arm Hd,West Crawfish Inlet,113-32-10050,56.84965695,-135.1149087,7981,102,9.79,0.44,,,X,Same WShed as W Crawfish NE Arm NE,X
SSE,Ketchikan,102-40-047,W of Disappearance,Cholmondeley Sound,102-40-10470,55.13151339,-132.3568952,3490,88,7.92,0.48,,,X,Same WShed as Cannery Creek W Arm and Disappearance Creek,X
SSE,Petersburg,108-40-13A,W of Hot Springs,Wrangell,108-40-10150-2033-3007,56.71967993,-132.062251,NA,NA,NA,NA,NA,NA,NA,Assigned to mega-WShed,X
NSE Inside,Petersburg,109-62-017,W of Long Island,Tebenkof Bay,109-62-10170,56.43289354,-134.0470684,"7141, 7064",24,1.66,0.55,X,,X,Same WShed as Goose Trap Creek (7064),X
NSE Inside,Juneau,111-14-044,W Side Seymour Canal,Central Seymour Canal,111-14-10440,57.80743094,-134.1874539,"10838, 10808",16,0.94,0.6,X,X,,,X
NSE Inside,Juneau,112-50-005,Wachusett Creek,Freshwater Bay,112-50-10050,57.82887083,-135.0090673,10491,13,0.32,0.6,,,X,,X
SSE,Ketchikan,101-71-025,Walker Cove L Head,Walker Cove/Chichamin,101-71-10250,55.76270907,-130.7092444,6625,401,38.99,0.61,,,X,"Same WShed as Rudyerd Creek, Walker Cove R Head, and Walker Creek",X
SSE,Ketchikan,101-71-026,Walker Cove R Head,Walker Cove/Chichamin,101-71-10260,55.75270581,-130.7023386,6625,401,38.99,0.61,,,X,"Same WShed as Rudyerd Creek, Walker Cove L Head, and Walker Creek",X
SSE,Ketchikan,101-71-028,Walker Creek,Walker Cove/Chichamin,101-71-10280,55.72413374,-130.7509881,6625,401,38.99,0.61,,,X,"Same WShed as Rudyerd Creek, Walker Cove L Head, and Walker Cove R Head,",X
NSE Inside,Petersburg,109-52-005,Wanigan Creek,Rowan Bay and Bay of Pillars,109-52-10045,56.68156108,-134.2549127,8056,88,6.29,0.5,,,X,Same WShed as Rowan Bay NW Side and Rowan Creek (8056),X
NSE Inside,Juneau,112-17-016,Ward Creek,Angoon to Hepburn,112-17-10160,57.86848897,-134.7228856,"10713, 10655",125,10.89,0.56,X,X,,,X
SSE,Ketchikan,103-80-015,Warm Chuck Inlet SW,St Phillips/Warmchuck,103-80-10150,55.74205518,-133.5099185,"4662, 4390",12,0.79,0.54,X,X,,,X
SSE,Ketchikan,103-80-026,Warm Chuck Left Head,St Phillips/Warmchuck,103-80-10260,55.77858229,-133.5465565,4774,22,0.98,0.55,,,X,~50% of channels fall into other WShed but that WShed drains distantly. Same 2nd WShed as Warm Chuck NW Side,X
SSE,Ketchikan,103-80-024,Warm Chuck NW Side,St Phillips/Warmchuck,103-80-10240,55.7725938,-133.5540703,"4774, 4732",33,1.45,0.55,X,,X,Same WShed as Warm Chuck Left Head (4774),X
SSE,Ketchikan,101-80-040,Wasta Creek,Bell Island/North Behm Canal,101-80-10400,55.85559372,-131.9222402,"6348, 6399, 6046, 6349",102,7.27,0.61,X,,X,"Spans 4 WSheds! Same WShed as Spacious Bay R Head (6399, 6348)",X
NSE Outside,Sitka,113-73-006,Waterfall Cove Creek,Slocum Arm,113-73-10060,57.52686822,-135.9147977,9470,143,11.18,0.41,,,X,Same WShed as Khaz Creek and Slocum Arm Head,X
SSE,Ketchikan,103-50-027,Waterfall Creek N,Bucareli Bay,103-50-10270,55.31166066,-133.2348908,3144,28,1.86,0.53,,,X,Same WShed as Waterfall Creek S,X
SSE,Ketchikan,103-50-029,Waterfall Creek S,Bucareli Bay,103-50-10290,55.30470423,-133.2321728,3144,28,1.86,0.53,,X,,Same WShed as Waterfall Creek N,X
SSE,Petersburg,107-20-016,Watkins Point Creek,Anan/Fools/Menefee/Deer Is/N Ernest Sd,107-20-10170,55.94929561,-132.0411992,6666,5,0.23,0.58,,X,,,X
SSE,Ketchikan,101-30-009,Weasel Cove Head,Boca De Quadra,101-30-10090,55.16059113,-130.8345526,4317,75,5.69,0.53,,,X,Same WShed as Badger Bay Head,X
NSE Inside,Juneau,112-72-011,Weir Creek N Arm Hood Bay,N Arm Hood Bay,112-72-10110,57.392702,-134.34694,9710,172,11.1,0.48,,,X,"Same WShed as 1st NW of Weir Creek, Hood Bay N Arm E Head, Hood Bay S Arm Head, Hood Bay S Arm Head N, Narrows Creek, Weir Creek S Arm Hood Bay",X
NSE Inside,Juneau,112-73-024,Weir Creek S Arm Hood Bay,S Arm Hood Bay,112-73-10240,57.33694424,-134.3563492,9710,172,11.1,0.48,,,X,"Same WShed as 1st NW of Weir Creek, Hood Bay N Arm E Head, Hood Bay S Arm Head, Hood Bay S Arm Head N, Narrows Creek, Weir Creek N Arm Hood Bay",X
NSE Inside,Juneau,112-48-023,West Bay Head Creek,Tenakee Head,112-48-10230,57.93699855,-135.8198066,10464,112,11.97,0.47,,X,,,X
NSE Inside,Juneau,111-41-016,West Cabin Creek,Youngs Bay,111-41-10160,58.16026189,-134.6699965,11724,28,2.47,0.59,,,X,Same WShed as Cabin Creek-Admiralty Island,X
NSE Inside,Petersburg,110-34-002,West of Bluffs,Port Houghton,110-34-10020,57.33706624,-133.339509,10027,24,1.35,0.59,,X,,,X
SSE,Ketchikan,103-60-093,West of Caldera,Big Salt/Trocadero Bay,103-60-10930,55.37374683,-133.1770733,3457,12,0.77,0.53,,,X,Same WShed as Port Caldera,X
SSE,Petersburg,105-10-009,West of Pt Amelius,Affleck Canal/Spanish Is/Louise Cove,105-10-10095,56.21185256,-133.9368295,"6278, 6179",29,1.36,0.57,X,,X,"Same WShed as 2nd N Louise Cove (6278), N of Louise Cove (6179), and Louise Cove (6179)",X
NSE Inside,Juneau,114-25-035,West Swanson Creek,Homeshore,114-25-10350,58.21187819,-135.1418988,11666,62,5.97,0.55,,X,,,X
NSE Outside,Sitka,113-22-018,Whale Bay Great Arm E,Whale Bay,113-22-10180,56.68140845,-134.8519165,7577,110,10.76,0.4,,,X,Same WShed as Whale Bay Great Arm Head,X
NSE Outside,Sitka,113-22-015,Whale Bay Great Arm Head,Whale Bay,113-22-10150,56.74647,-134.83079,7577,110,10.76,0.4,,,X,Same WShed as Whale Bay Great Arm E,X
NSE Inside,Juneau,112-16-030,Wheeler Creek,West Mansfield Peninsula,112-16-10300,58.06297428,-134.7984878,"11254, 11225, 11191, 11089",168,15.67,0.58,X,X,,"Cuts through 4 different WSheds. Same 2nd WShed as Piledriver Cove Creek (11254, 11225)",X
SSE,Ketchikan,101-45-024,White River,Mountain Point to Carroll Point,101-45-10240,55.4741339,-131.5363569,4577,294,25.19,0.48,,,X,"Same WShed as Leask Creek, Salt Chuck-George Inlet, and Salt Lagoon Right",X
NSE Inside,Juneau,112-12-005,White Rock Creek,W Chatham Peril to Wukuktook,112-12-10050,57.54751747,-134.863725,9903,33,3.04,0.55,,X,,,X
NSE Inside,Juneau,114-27-012,Whitestone E Side,Point Sophia Area,114-27-10120,58.05706059,-135.0719177,"11189, 11153",14,1.09,0.57,X,X,,,X
NSE Inside,Juneau,114-27-018,Whitestone Head Creek,Point Sophia Area,114-27-10180,58.06749817,-135.1114128,"11224, 11151",54,4.66,0.54,X,,X,Same 2nd WShed as Suntaheen Creek (11151),X
NSE Inside,Juneau,112-90-014,Whitewater Creek,Whitewater Bay,112-90-10140,57.24226545,-134.5234901,9363,30,2.41,0.49,,X,,,X
NSE Inside,Juneau,112-90-016,Whitewater S Arm Head,Whitewater Bay,112-90-10160,57.22732509,-134.529355,9346,26,1.71,0.48,,X,,,X
SSE,Ketchikan,101-11-065,Willard Creek,Revilla Channel to Pearse Canal,101-11-10650,54.96967709,-130.6058669,NA,NA,NA,NA,NA,NA,NA,,X
NSE Inside,Petersburg,109-62-028,William Creek Thetis E,Tebenkof Bay,109-62-10280,56.37411922,-134.1219115,6914,9,0.48,0.56,,,X,Same 2nd WShed as Petrof Bay SW Head,X
NSE Inside,Juneau,112-15-054,Willie's Creek,South Lynn Canal,112-15-10540,58.41605118,-135.094259,"12362, 12306",35,3.35,0.58,X,X,,,X
NSE Inside,Juneau,112-19-015,Wilson Cove SE,Wilson Cove Area,112-19-10150,57.15804259,-134.5828949,9197,90,6.05,0.48,,,X,Same WShed as Wilson River ,X
NSE Inside,Juneau,112-19-010,Wilson River,Wilson Cove Area,112-19-10100,57.155757,-134.61229,9197,90,6.05,0.48,,,X,Same WShed as Wilson Cove SE,X
SSE,Ketchikan,101-55-020,Wilson River-Smeaton Bay,Smeaton Bay,101-55-10200,55.40222517,-130.6080211,5009,797,73.71,0.53,,,X,Same WShed as Bakewell Creek and Blossom River,X
SSE,Ketchikan,102-70-028,Windfall Creek-Clarence Strait,Tolstoi Shore,102-70-10280,55.59807232,-132.3585072,"4962, 4915",19,1.47,0.53,X,X,,,X
NSE Inside,Juneau,111-15-024,Windfall Hbr W Side,Windfall-Pack Area,111-15-10240,57.84806162,-134.3094978,10869,25,2.12,0.6,,X,,,X
NSE Inside,Juneau,111-15-020,Windfall-Pack Area,Windfall-Pack Area,111-15-10200,57.82370674,-134.2945473,10837,26,1.86,0.53,,X,,,X
NSE Inside,Juneau,114-25-005,Windy Creek,Homeshore,114-25-10050,58.35297852,-135.4088979,11890,40,4.27,0.59,,,X,Same 2nd WShed as Homeshore Creek,X
NSE Inside,Petersburg,109-30-001,Woewodski Harbor,Eliza Harbor/Herring Bay/Tyee,109-30-10010,57.18463729,-134.235672,9315,17,1.1,0.49,,X,,,X
SSE,Ketchikan,101-90-060,Wolf Creek,Higgins Pt to Nose Pt/Naha/Traitors,101-90-10600,55.56033463,-131.6489989,5335,37,3.1,0.54,,,X,Same 2nd WShed as Moser Bay,X
NSE Inside,Petersburg,109-62-029,Wolf Creek Thetis Bay,Tebenkof Bay,109-62-10290,56.36164109,-134.1708195,6802,12,0.52,0.52,,,X,Same WShed as Thetis Bay SW Head,X
NSE Inside,Juneau,112-12-050,Wukuklook Creek,W Chatham Peril to Wukuktook,112-12-10500,57.9184218,-134.9381456,10773,19,1.78,0.54,,X,,,X
SSE,Ketchikan,103-90-025,Yatuk Creek,Sea Otter Sound,103-90-10250,55.89355348,-133.1532847,5467,134,9,0.52,,,X,Same WShed as Gutchie Creek and Naukati Creek,X
SSE,Petersburg,106-41-058,Zim Creek Totem Bay,Sumner Strait/Pt Baker/Macnamara,106-41-10600,56.49663943,-133.3739296,7904,63,4.09,0.57,,,X,,X
